Comuna;Link;Tipo_Vivienda;N_Habitaciones;N_Baños;N_Estacionamientos;Total_Superficie_M2;Superficie_Construida_M2; Valor_UF ;Valor_CLP;Dirección;Quién_Vende;Corredor
La Pintana;https://chilepropiedades.cl/ver-publicacion/venta-usada/la-pintana/casa/julio-chavez/3612901;Casa;4;2;5;486;140;5.208;150000000;La Pintana, Julio Chávez;ANDREA SILVA;Vende Dueño/a
La Reina;https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/tobalaba-arrieta/2830003;Casa;9;4;No;1230;310;16.900;486720000;La Reina, Tobalaba - Arrieta;Cata Brochet Propiedades;Cata Brochet Propiedades
La Reina;https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/metro-simon-bolivarav-echenique/3154131;Casa;3;2;No;450;186;8.992;258990000;La Reina, Metro Simón Bolivar/Av. Echeñique;Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario);Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario)
La Reina;https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/simon-gonzalezvicente-perez-rosales/3688084;Casa;4;2;No;0;220;14.000;403200000;La Reina, Simon gonzalez/vicente perez rosales;Cristian Vial Propiedades;Cristian Vial Propiedades
La Reina;https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/alvaro-casanova-965/3326485;Casa;5;4;;1000;280;19.900;573120000;La Reina, Alvaro Casanova 965;Francisca Abarca;Francisca Abarca
La Reina;https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/piuchen/3488993;Casa;2;2;1;80;83;3.646;105000000;La Reina, Piuchén;Silvia Marcela Viedma Norambuena;Vende Dueño/a
La Reina;https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/tomas-moraav-fco-bilbao/2243237;Casa;7;5;No;526;248;17.990;518112000;La Reina, Tomás Mora/Av. Fco. Bilbao;Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario);Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario)
La Reina;https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/francisco-de-villagrabramante/3079373;Casa;3;3;No;600;220;11.458;329999999;La Reina, Francisco de Villagra/Bramante;Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario);Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario)
La Reina;https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/santa-ritasimon-bolivar/3539663;Casa;4;2;No;857;163;21.700;624960000;La Reina, Santa Rita/Simon Bolivar;Carlos Hurtado Rogers;Hurtado Propiedades S.A.
La Reina;https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/loreley-echenique/3077334;Casa;5;4;No;600;240;24.000;691200000;La Reina, Loreley / Echeñique;Schumacher Propiedades;Schumacher Propiedades
La Reina;https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/7d-y-6b-l-escultora-rebeca-matte-l-helsby/3123483;Casa;6;5;4;1100;450;19.800;570240000;La Reina, 7D y 6B l Escultora Rebeca Matte l Helsby;María Francisca Lilienfeld;Vende Dueño/a
La Reina;https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/simon-bolivarvalenzuela-llanos/2898386;Casa;4;3;No;470;209;13.402;385999000;La Reina, Simón Bolivar/Valenzuela Llanos;Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario);Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario)
La Reina;https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/julia-bernstreinalvaro-casanova/3023218;Casa;3;2;No;600;140;15.650;450720000;La Reina, Julia bernstrein/Alvaro casanova;RED Gestión Propiedades;Red Gestión Propiedades
La Reina;https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/alvaro-casanovaalvaro-casanova-lm/2506072;Casa;3;3;No;672;140;16.500;475200000;La Reina, alvaro casanova/alvaro Casanova LM;Cristian Vial Propiedades;Cristian Vial Propiedades
La Reina;https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/padre-hurtado-survalenzuela-puelma/3170373;Casa;5;3;No;1350;242;24.000;691200000;La Reina, Padre Hurtado Sur/Valenzuela PUelma;Alonso Baeza Rivera y Cía. Ltda.;Alonso Baeza Rivera y Cía. Ltda.
La Reina;https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/7d-5b-servicio-club-housereina-victoriaprincipe-de-gales-inmobiliaria-residencial-adultos-mayores-colegio/3402223;Casa;7;5;5;1400;400;27.520;792576000;La Reina, 7D 5B + Servicio + Club House/Reina Victoria/Príncipe de Gales – Inmobiliaria, Residencial Adultos Mayores, Colegio;María Francisca Lilienfeld;Vende Dueño/a
La Reina;https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/las-perdicestalinay/3539650;Casa;2;1;No;64;56;2.760;79500000;La Reina, Las Perdices/Talinay;Aleida Lama Propiedades;Aleida Lama Propiedades
La Reina;https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/loreleymonsenor-edwards/1367271;Casa;4;3;No;600;180;16.000;460800000;La Reina, Loreley/Monseñor edwards;Propiedades Ricardo Vial y Cia. Ltda.;Propiedades Ricardo Vial y Cia. Ltda.
La Reina;https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/padre-hurtadovalenzuela-puelma/3170405;Casa;4;3;No;1343;275;24.000;691200000;La Reina, Padre Hurtado/Valenzuela Puelma;Alonso Baeza Rivera y Cía. Ltda.;Alonso Baeza Rivera y Cía. Ltda.
La Reina;https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/av-alcalde-fernando-castillo-velasco-maria-monvel/3157765;Casa;3;4;No;404;144;12.900;371520000;La Reina, Av. Alcalde Fernando Castillo Velasco / María Monvel;Cata Brochet Propiedades;Cata Brochet Propiedades
La Reina;https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/julia-bernstreinalvaro-casanova/3023213;Casa;3;2;No;550;140;15.000;432000000;La Reina, Julia bernstrein/Alvaro casanova;RED Gestión Propiedades;Red Gestión Propiedades
La Reina;https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/carlos-silva-vildosola-las-perdicesmaria-monvel-altazor/3539765;Casa;4;3;No;954;230;21.000;604800000;La Reina, Carlos Silva Vildósola - Las Perdices/María Monvel - Altazor;Carlos Hurtado Rogers;Hurtado Propiedades S.A.
La Reina;https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/metro-principe-de-gales-reina-victoria/3728035;Casa;3;4;No;1070;250;19.500;561600000;La Reina, Metro Principe de Gales - Reina Victoria;Cata Brochet Propiedades;Cata Brochet Propiedades
La Reina;https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/helsbypadre-hurtado/3054974;Casa;5;4;No;523;285;13.700;394560000;La Reina, Helsby/Padre Hurtado;Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario);Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario)
La Reina;https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/santa-ritaalcala-de-henares/3556996;Casa;4;2;No;448;133;11.260;324288000;La Reina, Santa rita/alcala de henares;Eduardo Guiloff;Guiloff & Gia. Propiedades
La Reina;https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/propiedad-residencial-de-1371-m2-carlos-silva-vildosola-la-reina/3109533;Casa;4;5;No;1371;425;18.401;530000000;La Reina, Propiedad Residencial de 1.371 m2. Carlos Silva Vildósola. La Reina;Corretajes Prosal Ltda.;Corretajes Prosal
La Reina;https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/carlos-ossandonsimon-bolivar/3524047;Casa;4;3;No;430;160;14.200;408960000;La Reina, Carlos ossandon/simon bolivar;Propiedades Ricardo Vial y Cia. Ltda.;Propiedades Ricardo Vial y Cia. Ltda.
La Reina;https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/carlos-silva-vildosolapadre-hurtado/3569406;Casa;5;4;No;413;198;13.900;400320000;La Reina, Carlos Silva Vildosola/Padre Hurtado;Propiedades Ricardo Vial y Cia. Ltda.;Propiedades Ricardo Vial y Cia. Ltda.
La Reina;https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/av-carlos-ossandon/3017465;Casa;4;5;No;2240;434;32.000;921600000;La Reina, Av. Carlos Ossandón;Schumacher Propiedades;Schumacher Propiedades
La Reina;https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/monsenor-edwardspdte-ovalle/3555402;Casa;4;1;No;825;118;15.922;458553600;La Reina, Monseñor Edwards/Pdte Ovalle;Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario);Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario)
La Reina;https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/propiedad-de-800-m2-en-excelente-sector-residencial/3728193;Casa;6;4;No;800;412;16.666;480000000;La Reina, Propiedad de 800 m2 en excelente sector residencial;Corretajes Prosal Ltda.;Corretajes Prosal
La Reina;https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/larrain-tobalaba/2158714;Casa;6;4;No;860;420;26.040;750000000;La Reina, Larraín / Tobalaba;Vivaqui Propiedades;Vivaqui Propiedades
La Reina;https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/larrainalvaro-casanova/2114355;Casa;5;5;No;651;202;18.000;518400000;La Reina, Larrain/alvaro casanova;Jorge Pablo Caro Propiedades;Jorge Pablo Caro Propiedades
La Reina;https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/principe-de-gales-salvador-izquierdo/3508925;Casa;4;3;No;1150;295;39.100;1126080000;La Reina, Principe de Gales / Salvador Izquierdo;Vivaqui Propiedades;Vivaqui Propiedades
La Reina;https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/colegio-grangepdte-ovalle/3473496;Casa;4;3;No;650;200;14.500;417600000;La Reina, Colegio Grange/Pdte. Ovalle;Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario);Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario)
La Reina;https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/carlos-silva-vildosola-las-perdicesavenida-principe-de-galez-la-reina-alta/3539738;Casa;5;4;No;640;225;19.490;561312000;La Reina, Carlos Silva Vildósola - Las Perdices/Avenida príncipe de Galez - La Reina Alta;Carlos Hurtado Rogers;Hurtado Propiedades S.A.
La Reina;https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/reina-victoriaramon-laval/3508197;Casa;4;2;No;690;205;16.500;475200000;La Reina, Reina Victoria/Ramón Laval;Vivaqui Propiedades;Vivaqui Propiedades
La Reina;https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/helsbynicanor-plaza/3556987;Casa;7;5;No;1100;400;19.500;561600000;La Reina, Helsby/Nicanor Plaza;Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario);Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario)
La Reina;https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/hospital-militarcarlos-ossandon/1326629;Casa;3;3;No;502;140;12.990;374112000;La Reina, Hospital Militar/Carlos Ossandon;Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario);Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario)
La Reina;https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/la-canadamonsedwards/3508086;Casa;3;2;No;650;200;14.500;417600000;La Reina, La Cañada/Mons.Edwards;Vivaqui Propiedades;Vivaqui Propiedades
La Reina;https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/las-perdicesfernando-castillo-velascos/3460808;Casa;3;1;No;55;85;3.819;110000000;La Reina, Las Perdices/Fernando Castillo Velascos;Mauricio Pino Propiedades;Mauricio Pino Propiedades
La Reina;https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/alcalde-castillo-velascotobalaba/3507750;Casa;6;2;No;450;167;12.846;370000000;La Reina, Alcalde Castillo Velasco/Tobalaba;Vivaqui Propiedades;Vivaqui Propiedades
La Reina;https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/jose-zapiola-echenique/3509328;Casa;5;3;No;537;200;14.800;426240000;La Reina, José Zapiola/ Echeñique;Vivaqui Propiedades;Vivaqui Propiedades
La Reina;https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/simon-gonzalezcarlos-ossandon/3066204;Casa;3;3;No;1070;178;23.500;676800000;La Reina, Simon gonzález/carlos ossandon;Cristian Vial Propiedades;Cristian Vial Propiedades
La Reina;https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/pje-dos-cauquenanueva-principe-de-gales/1920628;Casa;2;2;No;79;79;3.298;95000000;La Reina, pje dos. cauquena/nueva príncipe de gales;Jorge Pablo Caro Propiedades;Jorge Pablo Caro Propiedades
La Reina;https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/colegio-andree-grange/2686954;Casa;4;2;No;860;260;18.900;544320000;La Reina, Colegio Andree - Grange;Cata Brochet Propiedades;Cata Brochet Propiedades
Lampa;https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/casa-en-av-san-martin-valle-grande/3734555;Casa;3;3;No;220;117;4.166;120000000;Lampa, Casa en Av. San Martín Valle Grande;Armacima LImitada;Armacima Propiedades
Lampa;https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/valle-grande/3695324;Casa;3;3;4;192,77;119;5.498;158342400;Lampa, Valle Grande;Corredor Pro SpA.;Corredorpro Spa
Lampa;https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/casa-en-valle-grande/3734517;Casa;4;2;No;185;84;3.333;96000000;Lampa, Casa en Valle Grande;Armacima LImitada;Armacima Propiedades
Lampa;https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/latorre/3179808;Casa;3;2;2;446;70;1.910;55000000;Lampa, Latorre;AURORA HERNANDEZ;Vende Dueño/a
Lampa;https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/larapinta-pte-2514/3322013;Casa;3;3;1;232;88;3.400;97920000;Lampa, Larapinta Pte 2514;Victor Soto Herrera;Vende Dueño/a
Lampa;https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/larapinta-oriente/3161032;Casa;3;3;2;256;111;4.090;117792000;Lampa, Larapinta Oriente;Casas en Chile;Casas en Chile
Lampa;https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/camino-el-amanecer-condominio-santa-rosa/3629394;Casa;4;3;No;300;350;9.600;276480000;Lampa, Camino El Amanecer, Condominio Santa Rosa;Piren Propiedades;Piren Propiedades
Lampa;https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/los-comendadores/3624388;Casa;5;3;5;5300;300;7.720;222336000;Lampa, Los Comendadores;Jorge Figueroa;Behouse
Lampa;https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/eleuterio-ramirez/3591489;Casa;2;1;1;;;1.910;55000000;Lampa, Eleuterio Ramírez;Gestión Inmobiliaria Legal;Gestión Inmobiliaria & Legal
Lampa;https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/la-montana-surrio-tolten/2272123;Casa;3;2;No;0;122;3.800;109440000;Lampa, La montaña sur/rio tolten;Jorge Pablo Caro Propiedades;Jorge Pablo Caro Propiedades
Lampa;https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/condominio-mirador-del-vallebatucolampa/1425526;Casa;4;4;No;5000;280;9.722;280000000;Lampa, Condominio Mirador del Valle/Batuco/Lampa;Schumacher Propiedades;Schumacher Propiedades
Lampa;https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/gral-san-martin-nte-305/3711631;Casa;3;3;2;233;123;4.687;135000000;Lampa, Gral San Martín Nte 305;Grupo Enlace Inversiones Inmobiliarias;Grupo Enlace Inversiones Inmobiliarias
Lampa;https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/el-parroco-fernandez-640/2166204;Casa;4;1;1;;;2.777;79990000;Lampa, El párroco fernandez 640;Montt Propiedades ltda;Montt Propiedades ltda
Lampa;https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/el-lucero-lampa/3459496;Casa;6;3;4;700;200;3.298;95000000;Lampa, El Lucero, Lampa;AURORA HERNANDEZ;Vende Dueño/a
Lampa;https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/hermosa-vista-al-valle-piscinaquincho/3034676;Casa;3;4;4;5000;150;6.666;192000000;Lampa, Hermosa vista al valle piscina,quincho;Lorena Verdugo;Vende Dueño/a
Lampa;https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/baquedano/3526571;Casa;3;1;3;1550;102;3.700;106560000;Lampa, Baquedano;Jorge Figueroa;Behouse
Lampa;https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/los-guerreros/3536733;Casa;5;4;8;5000;300;7.986;230000000;Lampa, Los Guerreros;AURORA HERNANDEZ;Vende Dueño/a
Lampa;https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/la-montana-norte/3647145;Casa;3;3;2;194;198;4.340;125000000;Lampa, La Montaña Norte;Work Inmobiliario;Work Inmobiliario
Lampa;https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/los-guerreros/3529374;Casa;4;4;4;5300;309;9.700;279360000;Lampa, Los Guerreros;Jorge Figueroa;Behouse
Lampa;https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/condominio-laguna-norteav-el-porvenir/3630417;Casa;3;2;No;0;73;3.500;100800000;Lampa, Condominio Laguna Norte/Av El Porvenir;Claudia Lespinasse;Norbert Lui Propiedades
Lampa;https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/parcela-en-condominio-algarrobo-de-batuco/3489433;Casa;5;4;No;5476;0;10.500;302400000;Lampa, Parcela en Condominio Algarrobo de Batuco;Corretajes Prosal Ltda.;Corretajes Prosal
Lampa;https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/condominio-los-coihues/3606276;Casa;4;4;3;385;244,47;6.250;180000000;Lampa, Condominio Los Coihues;Juan hernan maldonado manquilepe;Vende Dueño/a
Lampa;https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/lampa/3613365;Casa;3;3;2;200;88;3.125;90000000;Lampa, lampa;Vimac Gestion Inmobiliaria;Vende Dueño/a
Lampa;https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/gral-san-martin-rio-claro/1035207;Casa;4;3;2;190;96;3.599;103651200;Lampa, Gral San Martin / Rio Claro;Paola Andrea Becerra Espinoza;BEhouse Propiedades
Lampa;https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/avenida-la-montanario-tolten/3460810;Casa;3;3;No;220;93;3.368;97000000;Lampa, Avenida La Montaña/.Rio Tolten;Jaime Moris Propiedades (Providencia);Jaime Moris Propiedades (Providencia)
Lampa;https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/avenida-el-rodeo/3692746;Casa;4;3;3;289;175;7.300;210240000;Lampa, Avenida El Rodeo;Corredor Pro SpA.;Corredorpro Spa
Lampa;https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/los-comendadores/3551447;Casa;7;3;8;5300;240;7.465;215000000;Lampa, Los Comendadores;AURORA HERNANDEZ;Vende Dueño/a
Lampa;https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/tomas-gonzalez/3604149;Casa;3;1;3;;;1.562;45000000;Lampa, Tomás González;Gestión Inmobiliaria Legal;Gestión Inmobiliaria & Legal
Lampa;https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/av-la-hacienda-2121/3523039;Casa;3;1;2;181;65;2.800;80640000;Lampa, Av. La Hacienda 2121;Jorge Figueroa;Behouse
Lampa;https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/batuco/2897565;Casa;3;2;No;5650;100;5.208;150000000;Lampa, Batuco;Schumacher Propiedades;Schumacher Propiedades
Lampa;https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/camino-las-flores/3135762;Casa;3;1;1;238;73;2.951;85000000;Lampa, Camino Las Flores;Amparo Canales Bustos;Vende Dueño/a
Lampa;https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/las-margaritas-oriente-2443/3541982;Casa;4;3;1;220;120;3.993;115000000;Lampa, Las Margaritas Oriente 2443;Francis Muñoz Chavez;Vende Dueño/a
Lampa;https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/las-calerias/3515842;Casa;3;2;8;5000;120;4.166;120000000;Lampa, Las Calerias;AURORA HERNANDEZ;Vende Dueño/a
Lampa;https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/avda-los-halcones/3583576;Casa;3;3;3;273;99;4.340;125000000;Lampa, Avda Los Halcones;Cesar Galaz;Vende Dueño/a
Lampa;https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/camino-santa-saracondominio-quilquenbatucolampa/1981777;Casa;4;4;No;5500;350;11.000;316800000;Lampa, Camino Santa Sara/Condominio Quilquén/Batuco-Lampa;Mauricio Pino Propiedades;Mauricio Pino Propiedades
Lampa;https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/camino-del-viento/3537279;Casa;4;3;2;182;125;3.500;100800000;Lampa, Camino del Viento;Jorge Figueroa;Behouse
Lampa;https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/condominio-los-comendadores-batuco/3510781;Casa;4;2;;5060;250;12.711;366076800;Lampa, Condominio los comendadores, batuco.;Kap Propiedades;Kap Propiedades
Lampa;https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/mirador-del-valle/3459671;Casa;3;3;6;4500;140;5.902;170000000;Lampa, Mirador del Valle;AURORA HERNANDEZ;Vende Dueño/a
Lampa;https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/las-calerias/3459530;Casa;5;4;8;5000;300;5.729;165000000;Lampa, Las Calerias;AURORA HERNANDEZ;Vende Dueño/a
Lampa;https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/casa-2-pisos-en-hacienda-urbana-larapinta/3627620;Casa;3;3;No;230;111;3.472;100000000;Lampa, Casa 2 Pisos en Hacienda Urbana Larapinta;Corretajes Prosal Ltda.;Corretajes Prosal
Lampa;https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/linda-casa-de-1-piso-en-hacienda-urbana-larapinta/3469164;Casa;3;2;No;245;71;2.517;72500000;Lampa, Linda Casa de 1 Piso en Hacienda Urbana Larapinta;Corretajes Prosal Ltda.;Corretajes Prosal
Lampa;https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/batuco/3522735;Casa;7;2;5;500;120;2.257;65000000;Lampa, Batuco;AURORA HERNANDEZ;Vende Dueño/a
Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/paul-harris-vital-apoquindo/3505677;Casa;4;2;No;144;112;5.555;160000000;Las Condes, Paul Harris Vital Apoquindo;Vivaqui Propiedades;Vivaqui Propiedades
Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/la-foresta-mirasolgral-blanche/3011446;Casa;5;4;No;860;345;23.500;676800000;Las Condes, La Foresta (Mirasol/Gral. Blanche);Cata Brochet Propiedades;Cata Brochet Propiedades
Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/general-blanche-san-carlos-apoquindoquebrada-honda/2989005;Casa;4;5;No;840;240;18.400;529920000;Las Condes, General Blanche San Carlos Apoquindo/Quebrada Honda;Alonso Baeza Rivera y Cía. Ltda. (Kennedy);Alonso Baeza Rivera y Cía. Ltda. (Kennedy)
Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/la-forestafrancisco-bulnes-correa/3395897;Casa;6;5;No;1025;311;25.000;720000000;Las Condes, La Foresta/Francisco Bulnes Correa;Francisco Vial Propiedades;Francisco Vial Propiedades
Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/quinchamalila-quebrada/3725814;Casa;6;5;No;921;427;23.990;690912000;Las Condes, Quinchamali/La Quebrada;Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario);Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario)
Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/vichatobilbao/3728872;Casa;4;2;No;182;109;8.290;238752000;Las Condes, Vichato/bilbao;Pro Partners Propiedades;Pro Partners Propiedades
Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/camino-el-olivar/3526675;Casa;6;5;4;1065;202;21.641;623260800;Las Condes, Camino El Olivar;Ximena Aceituno Torres;Vende Dueño/a
Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/mirador-los-dominicosvicente-ferrer/3725162;Casa;5;5;No;1000;370;28.990;834912000;Las Condes, Mirador Los Dominicos/Vicente Ferrer;Propiedades Ricardo Vial y Cia. Ltda.;Propiedades Ricardo Vial y Cia. Ltda.
Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/camino-la-vina/3336397;Casa;5;4;;1980;590;50.000;1440000000;Las Condes, Camino la viña;Corredores Asociados;Corredores Asociados
Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/hamiltoncamino-la-posada/3117837;Casa;4;4;No;2480;720;59.000;1699200000;Las Condes, Hamilton/Camino La Posada;Alonso Baeza Rivera y Cía. Ltda. (Kennedy);Alonso Baeza Rivera y Cía. Ltda. (Kennedy)
Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/las-condesasgeneral-blanche/3725146;Casa;4;3;No;1023;396;26.000;748800000;Las Condes, Las Condesas/General Blanche;Propiedades Ricardo Vial y Cia. Ltda.;Propiedades Ricardo Vial y Cia. Ltda.
Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/los-militares/2861639;Casa;3;2;No;150;75;11.000;316800000;Las Condes, Los Militares;Cata Brochet Propiedades;Cata Brochet Propiedades
Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/francisco-de-asis/1488561;Casa;5;4;No;1650;290;35.000;1008000000;Las Condes, Francisco de Asis;Vivaqui Propiedades;Vivaqui Propiedades
Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/fray-bernardo-la-cabana/3017419;Casa;5;4;No;840;270;26.000;748800000;Las Condes, Fray Bernardo / La Cabaña;Cata Brochet Propiedades;Cata Brochet Propiedades
Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/la-foresta/3017428;Casa;5;5;No;1300;280;22.250;640800000;Las Condes, La foresta;Cata Brochet Propiedades;Cata Brochet Propiedades
Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/elegante-casa-familiar-en-colina-miravalle-los-dominicos/2786219;Casa;6;6;6;1525;492;36.500;1051200000;Las Condes, Elegante casa Familiar en Colina Miravalle, Los Domínicos;María Francisca Lilienfeld;Vende Dueño/a
Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/atalaya/3508699;Casa;6;6;No;1390;740;35.000;1008000000;Las Condes, Atalaya;Vivaqui Propiedades;Vivaqui Propiedades
